192.168.13.235,Cam,VLG-52.1
192.168.13.236,Cam,VLG-52.2
192.168.13.242,Switch,VLG-53
192.168.13.243,Cam,VLG-53.1
192.168.13.244,Cam,VLG-53.2
192.168.13.250,Switch,VLG-54
192.168.13.251,Cam,VLG-54.1
192.168.14.2,Switch,VLG-46
192.168.14.3,Cam,VLG-46.1
192.168.14.4,Cam,VLG-46.2
192.168.14.10,Switch,VLG-55
192.168.14.11,Cam,VLG-55.1
192.168.14.12,Cam,VLG-55.2
192.168.14.13,Cam,VLG-55.3
192.168.14.18,Switch,VLG-56
192.168.14.19,Cam,VLG-56.1
192.168.14.20,Cam,VLG-56.2
192.168.14.26,Switch,VLG-57
192.168.14.27,Cam,VLG-57.1
192.168.14.28,Cam,VLG-57.2
192.168.14.34,Switch,VLG-58
192.168.14.35,Cam,VLG-58.1
192.168.14.36,Cam,VLG-58.2
192.168.14.42,Switch,VLG-59
192.168.14.43,Cam,VLG-59.1
192.168.14.44,Cam,VLG-59.2
192.168.14.45,Cam,VLG-59.3
192.168.14.46,Cam,VLG-59.4
192.168.14.50,Switch,1,VLG-95.1
192.168.14.51,Switch,2,VLG-95.2
192.168.14.52,Switch,3,VLG-95.3
192.168.14.53,Cam,VLG-95.1.1
192.168.14.54,Cam,VLG-95.1.2
192.168.14.55,Cam,VLG-95.2.1
192.168.14.56,Cam,VLG-95.3.1
192.168.14.57,Cam,VLG-95.3.2
192.168.14.66,Switch,VLG-104
192.168.14.67,Cam,VLG-104.1
192.168.14.68,Cam,VLG-104.2
192.168.14.71,Switch,VLG-105
192.168.14.72,Cam,VLG-105.1
192.168.14.73,Cam,VLG-105.2
192.168.14.82,Switch,VLG-114
192.168.14.83,Cam,VLG-114.1
192.168.14.84,Cam,VLG-114.2
192.168.14.86,Switch,VLG-115
192.168.14.87,Cam,VLG-115.1
192.168.14.88,Cam,VLG-115.2
192.168.14.89,Cam,VLG-115.3
